video,summary
B0253.6,"The birds, baboons, monkeys, and other animals are walking on the ground in the desert."
B1005.21,"Monkeys are climbing, standing, and sitting on top of rocks and cliffs."
B0559.12,The animals are all hiding in the brush near the trees.
B1052.27,Bears stand on top of rocks and in the middle of rock formations and caves.
B0420.4,"The monkeys sit on rocks, birds sit on rocks, and one leopard sits on a rock, while trees grow out of rocks and cliffs."
B1001.30,"Monkeys and baboons are climbing up rock walls, cliffs, and rock faces."
B0671.24,"Baboons and monkeys sit, sit on branches, and sit on top of trees in the wild."
B0692.51,The baboons and elephant are sitting on top of trees in the wild.
B0842.30,The animals are sitting on rocks in the water.
B0078.1,"The baboons and monkeys sit on trees, hills, and roads, while elephants stand and sit on trees and hills."
B1045.30,"Monkeys and bears are climbing, sitting, and standing on the sides and tops of cliffs and rock faces."
B0375.5,"The animals, including monkeys, baboons, and birds, are sitting on cliffs, rocks, and edges, perching and sitting in various locations."
B0916.8,"The animals are sitting, standing, and laying on the rocks, with some crossing the river and others sitting on the ground or in the water."
B0219.13,"The animals, including baboons, kangaroos, and monkeys, walk through the desert on the ground and across the sand."
B0511.4,The animals are sitting on top of rocks.
B0388.11,Monkeys and baboons sit and stand on logs and rocks.
B1013.17,"The monkeys, baboons, and penguins are sitting on the rocks."
B0970.4,"The monkeys, birds, and bears are climbing, sitting, and standing on cliffs and rocks."
B0804.20,"The animals are sitting or standing on top of trees, including elephants, monkeys, baboons, and a giraffe."
B0660.37,"The animals are standing, sitting, hanging, and perching in and on trees, including elephants, koalas, monkeys, giraffes, kangaroos, and leopards."
B0600.7,The baboons sit on rocks.
B0206.6,"Animals, including monkeys and birds, walk on the ground in various environments, including the desert."
B0699.5,The baboons and elephants are sitting in or on trees.
B0689.39,Monkeys and baboons are sitting on top of trees.
B0783.54,Monkeys and baboons sit in and on top of trees.
B0853.6,"The animals are seen standing, laying, and swimming in the water, near rocks and in muddy areas."
B0699.26,"The animals are standing, sitting, and perching in various locations, including trees, hills, and bushes."
B0933.26,"The baboons and monkeys are gathering around water sources, standing on rocks, and drinking from water holes."
B0681.40,"Baboons are sitting in trees, alone or with others, and sometimes eating or with cameras."
B0799.45,The baboons are sitting.
B0728.31,"The monkeys and baboons are sitting, climbing, eating, and playing in trees and on the ground."
B0797.36,Baboons are sitting in and on trees and bushes.
B1045.60,"The animals are standing, sitting, and perched on various cliffs and rocks, with some climbing and others just observing."
B0976.15,"Monkeys and baboons are sitting on, climbing, and perching on rocks and cliffs."
B1023.64,"Monkeys and baboons are climbing up rocks and standing on cliffs, while birds are sitting on the side of cliffs."
B0782.57,"Monkeys, baboons, and a kangaroo sit in and on top of trees."
B0179.2,"Monkeys, mountain lions, and bears climb, sit, and lay on rocks, while other animals occupy rocks and water."
B0935.15,"The baboons and monkeys are climbing up rocks, cliffs, and walls."
B0663.39,The animals are sitting on top of trees.
B0004.4,"The animals are seen walking on the ground, standing on top of a hill, in the water, and on the side of a cliff."
B1032.43,The eagle perched on a rock in the middle of the ocean.
B1051.26,Monkeys are sitting on rocks and cliffs.
B0635.26,"Baboons sit, sit, and sit some more, occupying the branches and tops of trees."
B0915.7,The baboons and monkeys are sitting and standing on rocks.
B0639.40,The baboon is sitting on a tree branch.
B0621.1,"Monkeys and bears are sitting and standing on, in, and at the edge of cliffs and caves."
B0940.21,"Animals, including baboons, monkeys, birds, cats, and a kangaroo, are walking, sitting, and standing on rocks, paths, cliffs, and edges, as well as near water, grass, and fields."
B1034.36,"The bears, elephants, and monkeys are standing, sitting, and perching on various parts of the cliff."
B0675.18,"Baboons sit, sit, and sit in trees, often with their heads in the branches or with their babies."
B1011.26,"Monkeys and baboons are climbing, standing, and sitting on top of rocks, cliffs, and rock faces."
B0065.4,"The baboons and monkeys sit in trees, both in the wild and in the branches of specific trees."
B0661.10,Baboons sit in trees.
B0652.64,"The animals are sitting, standing, or perching in trees, including monkeys, giraffes, elephants, and baboons."
B0780.64,"Monkeys, elephants, birds, and a baboon are sitting in trees in various locations, including the wild, deserts, and forests."
B1041.62,"The animals are sitting, standing, and perching on cliffs and rocks."
B0048.10,"The baboons and monkeys are sitting in or on trees, often near rocks or hills."
B0480.8,The baboons climbed to the top of the hill and then sat down on the ground.
B0789.22,"Monkeys, a giraffe, a leopard, and a bird are sitting in trees in the wild and desert."
B0659.24,The baboons and monkeys are sitting on top of and in tree branches.
B0900.4,"Animals, including bears, eagles, and birds, are sitting on or perched on rocks near or in the river, water, or forest."
B0607.1,Monkeys and a bear are climbing up rocks and sitting on top of them.
B1059.12,"The animals, including monkeys, elephants, giraffes, leopards, bears, and birds, are standing, sitting, and perching in or on trees, rocks, waterfalls, and cliffs."
B0202.23,"Monkeys, kangaroos, birds, and other animals are walking on the ground."
B0212.15,"The animals, including kangaroos, elephants, birds, baboons, monkeys, horses, wildebeest, and zebras, are walking in the desert."
B1013.28,Monkeys sit and stand on top of rocks and cliffs.
B0691.21,"The baboons sit, sit, sit - in trees, on branches, with cubs, with other monkeys, with each other, and with their babies."
B0791.31,The baboons are sitting in or on various parts of a tree.
B0889.17,"The animals, including a mountain lion, bears, and monkeys, are seen walking, standing, and perching on the rocks."
B1001.3,"Monkeys, bears, and other animals are standing or sitting on top of rocks and climbing up a cliff."
B0407.7,"The animals, including baboons and monkeys, are laying, sitting, and playing on the ground and rocks."
B0796.5,The baboons are sitting on tree branches.
B0685.35,The baboons and monkeys are sitting in and on trees.
B0654.1,"Baboons sit, sit, sit, and sit in trees, on tree branches, and on hillsides."
B0968.64,"The bears and birds are standing, sitting, and perching on rocks and cliffs."
B0877.2,"The monkeys, baboons, and an elephant are seen swimming, sitting, and standing on rocks and trees in the water."
B0447.1,"Animals, including baboons, warthogs, elephants, and boars, are sitting, standing, eating, and roaming on hillsides and rocky areas."
B0398.5,"Monkeys and baboons are sitting on rocks, eating leaves and enjoying the surroundings."
B0720.17,"The baboons are sitting, standing, eating, playing, and exploring in the trees and bushes, while the hyenas are eating and playing in the bushes."
B0712.35,The baboons sit on tree branches in the desert and wild.
B1057.8,"Monkeys are sitting, standing, and perching on rocks, with some even sitting on the edge of a cliff or on a woman's shoulder."
B0710.35,The baboon is sitting in a tree.
B1043.51,"Animals, including monkeys, bears, and a bird, are sitting, standing, and climbing on cliffs and rocks."
B0716.36,The baboons are sitting in the tree branches.
B0884.1,"Various birds and bears are sitting on rocks in various locations, including fields, forests, rivers, and deserts."
B0061.8,The baboon is sitting on a tree branch.
B0013.1,Monkeys are standing on rocks in a river.
B0761.41,The baboons and monkeys are sitting in trees.
B0961.22,The baboons sit on both rocks and the ground.
B0257.7,"Birds and other animals are walking on the ground in various locations, including fields, deserts, and roads."
B0839.28,"Monkeys and a mountain lion are seen sitting, standing, and climbing on rocks."
B0792.6,"Animals are seen sitting, standing, and laying down in trees, on the ground, and on rocks, while also climbing and falling from trees."
B0749.1,The baboons and monkeys are sitting in the trees.
B1051.43,Monkeys and bears are sitting and standing on rocks and cliffs.
B0941.19,"The baboons gather, sit, and stand on rocks near water."
B0890.19,"The animals are standing, sitting, climbing, and perching on rocks."
B0814.44,The baboons and monkeys are sitting in the trees.
B0637.20,"The birds are sitting on top of trees, perched and resting."
B0952.25,"The baboons are seen drinking water, standing, walking, and gathering on rocks and cliffs."
B1023.25,"Monkeys and baboons sit, stand, and sit on top of, on, and beside rocks and cliffs."
B0638.53,"The baboons are sitting, sitting, sitting, sleeping, and hanging from tree branches."
B1005.56,"Bears and birds are standing, sitting, and perching on various rocks, cliffs, and a cave."
B0066.11,"Animals are sitting in, on, and on top of trees, with some even sitting with their babies."
B0684.30,"The animals are standing, sitting, or lying down in various locations, such as forests, fields, trees, and deserts."
B0031.12,"Bears, elephants, and other animals walk on the ground."
B0848.17,"Animals of various species are seen sitting, standing, playing, climbing, laying, and even dying in or near mud, rocks, water, and trees."
B1048.13,"The animals, including monkeys, bears, sea lions, and others, are sitting or standing on top of rocks."
